train_loss,val_loss,train_acc,val_acc
0.3950921034812927,0.3549395799636841,0.8150000000000001,0.8125
0.03699581623077393,0.707402229309082,0.995,0.6875
0.003810165491886437,1.830871343612671,1.0,0.5625
0.003923587137833238,2.407714605331421,1.0,0.5625
0.0013205815106630326,2.6352193355560303,1.0,0.5625
