train_loss,val_loss,train_acc,val_acc
0.7757396292686463,0.62938392162323,0.615,0.625
0.31829244136810303,0.23199698328971863,0.865,0.9375
0.12128459304571151,0.44436022639274597,0.965,0.8125
0.11709987759590149,0.2005288004875183,0.9500000000000001,0.875
0.08040602935478092,0.2902403473854065,0.965,0.875
