train_loss,val_loss,train_acc,val_acc
0.3895828980207443,0.4149314761161804,0.8150000000000001,0.8125
0.14494662642478942,0.6844508647918701,0.9550000000000001,0.6875
0.07154809802770615,1.813520073890686,0.98,0.5625
0.11799634277820586,1.228660225868225,0.975,0.625
0.051840526685118675,0.7503735423088074,0.985,0.6875
